id,page_number,is_premium,title,problem_description,topic_tags,difficulty,similar_questions,no_similar_questions,acceptance,accepted,submission,solution,discussion_count,likes,dislikes,problem_URL,solution_URL
1368,28,False,1368. Minimum Cost to Make at Least One Valid Path in a Grid,"Given an m x n grid. Each cell of the grid has a sign pointing to the next cell you should visit if you are currently in this cell. The sign of grid[i][j] can be:

1 which means go to the cell to the right. (i.e go from grid[i][j] to grid[i][j + 1])
2 which means go to the cell to the left. (i.e go from grid[i][j] to grid[i][j - 1])
3 which means go to the lower cell. (i.e go from grid[i][j] to grid[i + 1][j])
4 which means go to the upper cell. (i.e go from grid[i][j] to grid[i - 1][j])

Notice that there could be some signs on the cells of the grid that point outside the grid.
You will initially start at the upper left cell (0, 0). A valid path in the grid is a path that starts from the upper left cell (0, 0) and ends at the bottom-right cell (m - 1, n - 1) following the signs on the grid. The valid path does not have to be the shortest.
You can modify the sign on a cell with cost = 1. You can modify the sign on a cell one time only.
Return the minimum cost to make the grid have at least one valid path.
 
Example 1:

Input: grid = [[1,1,1,1],[2,2,2,2],[1,1,1,1],[2,2,2,2]]
Output: 3
Explanation: You will start at point (0, 0).
The path to (3, 3) is as follows. (0, 0) --> (0, 1) --> (0, 2) --> (0, 3) change the arrow to down with cost = 1 --> (1, 3) --> (1, 2) --> (1, 1) --> (1, 0) change the arrow to down with cost = 1 --> (2, 0) --> (2, 1) --> (2, 2) --> (2, 3) change the arrow to down with cost = 1 --> (3, 3)
The total cost = 3.

Example 2:

Input: grid = [[1,1,3],[3,2,2],[1,1,4]]
Output: 0
Explanation: You can follow the path from (0, 0) to (2, 2).

Example 3:

Input: grid = [[1,2],[4,3]]
Output: 1

 
Constraints:

m == grid.length
n == grid[i].length
1 <= m, n <= 100
1 <= grid[i][j] <= 4

","'Array', 'Breadth-First Search', 'Graph', 'Heap (Priority Queue)', 'Matrix', 'Shortest Path'",Hard,"[""'Minimum Weighted Subgraph With the Required Paths'"", ""'Disconnect Path in a Binary Matrix by at Most One Flip'""]",2.0,61.8,43600,70600,487,3,1700,18,https://leetcode.com/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid,https://leetcode.com/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid/solution
1369,28,True,1369. Get the Second Most Recent Activity,,,Hard,,,67.9,,,,,,,https://leetcode.com/problems/get-the-second-most-recent-activity,https://leetcode.com/problems/get-the-second-most-recent-activity/solution
1370,28,False,1370. Increasing Decreasing String,"You are given a string s. Reorder the string using the following algorithm:

Pick the smallest character from s and append it to the result.
Pick the smallest character from s which is greater than the last appended character to the result and append it.
Repeat step 2 until you cannot pick more characters.
Pick the largest character from s and append it to the result.
Pick the largest character from s which is smaller than the last appended character to the result and append it.
Repeat step 5 until you cannot pick more characters.
Repeat the steps from 1 to 6 until you pick all characters from s.

In each step, If the smallest or the largest character appears more than once you can choose any occurrence and append it to the result.
Return the result string after sorting s with this algorithm.
 
Example 1:
Input: s = ""aaaabbbbcccc""
Output: ""abccbaabccba""
Explanation: After steps 1, 2 and 3 of the first iteration, result = ""abc""
After steps 4, 5 and 6 of the first iteration, result = ""abccba""
First iteration is done. Now s = ""aabbcc"" and we go back to step 1
After steps 1, 2 and 3 of the second iteration, result = ""abccbaabc""
After steps 4, 5 and 6 of the second iteration, result = ""abccbaabccba""

Example 2:
Input: s = ""rat""
Output: ""art""
Explanation: The word ""rat"" becomes ""art"" after re-ordering it with the mentioned algorithm.

 
Constraints:

1 <= s.length <= 500
s consists of only lowercase English letters.

","'Hash Table', 'String', 'Counting'",Easy,[''],0.0,76.4,70800,92700,909,12,728,827,https://leetcode.com/problems/increasing-decreasing-string,https://leetcode.com/problems/increasing-decreasing-string/solution
1371,28,False,1371. Find the Longest Substring Containing Vowels in Even Counts,"Given the string s, return the size of the longest substring containing each vowel an even number of times. That is, 'a', 'e', 'i', 'o', and 'u' must appear an even number of times.
 
Example 1:
Input: s = ""eleetminicoworoep""
Output: 13
Explanation: The longest substring is ""leetminicowor"" which contains two each of the vowels: e, i and o and zero of the vowels: a and u.

Example 2:
Input: s = ""leetcodeisgreat""
Output: 5
Explanation: The longest substring is ""leetc"" which contains two e's.

Example 3:
Input: s = ""bcbcbc""
Output: 6
Explanation: In this case, the given string ""bcbcbc"" is the longest because all vowels: a, e, i, o and u appear zero times.

 
Constraints:

1 <= s.length <= 5 x 10^5
s contains only lowercase English letters.

","'Hash Table', 'String', 'Bit Manipulation', 'Prefix Sum'",Medium,[''],0.0,63.7,24700,38900,233,1,1600,58,https://leetcode.com/problems/find-the-longest-substring-containing-vowels-in-even-counts,https://leetcode.com/problems/find-the-longest-substring-containing-vowels-in-even-counts/solution
1372,28,False,1372. Longest ZigZag Path in a Binary Tree,"You are given the root of a binary tree.
A ZigZag path for a binary tree is defined as follow:

Choose any node in the binary tree and a direction (right or left).
If the current direction is right, move to the right child of the current node; otherwise, move to the left child.
Change the direction from right to left or from left to right.
Repeat the second and third steps until you can't move in the tree.

Zigzag length is defined as the number of nodes visited - 1. (A single node has a length of 0).
Return the longest ZigZag path contained in that tree.
 
Example 1:

Input: root = [1,null,1,1,1,null,null,1,1,null,1,null,null,null,1]
Output: 3
Explanation: Longest ZigZag path in blue nodes (right -> left -> right).

Example 2:

Input: root = [1,1,1,null,1,null,null,1,1,null,1]
Output: 4
Explanation: Longest ZigZag path in blue nodes (left -> right -> left -> right).

Example 3:
Input: root = [1]
Output: 0

 
Constraints:

The number of nodes in the tree is in the range [1, 5 * 104].
1 <= Node.val <= 100

","'Dynamic Programming', 'Tree', 'Depth-First Search', 'Binary Tree'",Medium,[''],0.0,66.5,127600,192000,1800,41,3200,64,https://leetcode.com/problems/longest-zigzag-path-in-a-binary-tree,https://leetcode.com/problems/longest-zigzag-path-in-a-binary-tree/solution
1373,28,False,1373. Maximum Sum BST in Binary Tree,"Given a binary tree root, return the maximum sum of all keys of any sub-tree which is also a Binary Search Tree (BST).
Assume a BST is defined as follows:

The left subtree of a node contains only nodes with keys less than the node's key.
The right subtree of a node contains only nodes with keys greater than the node's key.
Both the left and right subtrees must also be binary search trees.

 
Example 1:

Input: root = [1,4,3,2,4,2,5,null,null,null,null,null,null,4,6]
Output: 20
Explanation: Maximum sum in a valid Binary search tree is obtained in root node with key equal to 3.

Example 2:

Input: root = [4,3,null,1,2]
Output: 2
Explanation: Maximum sum in a valid Binary search tree is obtained in a single root node with key equal to 2.

Example 3:
Input: root = [-4,-2,-5]
Output: 0
Explanation: All values are negatives. Return an empty BST.

 
Constraints:

The number of nodes in the tree is in the range [1, 4 * 104].
-4 * 104 <= Node.val <= 4 * 104

","'Dynamic Programming', 'Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree'",Hard,[''],0.0,40.3,61500,152600,913,23,2400,167,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree/solution
1374,28,False,1374. Generate a String With Characters That Have Odd Counts,"Given an integer n, return a string with n characters such that each character in such string occurs an odd number of times.
The returned string must contain only lowercase English letters. If there are multiples valid strings, return any of them.  
 
Example 1:
Input: n = 4
Output: ""pppz""
Explanation: ""pppz"" is a valid string since the character 'p' occurs three times and the character 'z' occurs once. Note that there are many other valid strings such as ""ohhh"" and ""love"".

Example 2:
Input: n = 2
Output: ""xy""
Explanation: ""xy"" is a valid string since the characters 'x' and 'y' occur once. Note that there are many other valid strings such as ""ag"" and ""ur"".

Example 3:
Input: n = 7
Output: ""holasss""

 
Constraints:

1 <= n <= 500

",'String',Easy,[''],0.0,77.6,85800,110600,1200,17,455,1200,https://leetcode.com/problems/generate-a-string-with-characters-that-have-odd-counts,https://leetcode.com/problems/generate-a-string-with-characters-that-have-odd-counts/solution
1375,28,False,1375. Number of Times Binary String Is Prefix-Aligned,"You have a 1-indexed binary string of length n where all the bits are 0 initially. We will flip all the bits of this binary string (i.e., change them from 0 to 1) one by one. You are given a 1-indexed integer array flips where flips[i] indicates that the bit at index i will be flipped in the ith step.
A binary string is prefix-aligned if, after the ith step, all the bits in the inclusive range [1, i] are ones and all the other bits are zeros.
Return the number of times the binary string is prefix-aligned during the flipping process.
 
Example 1:
Input: flips = [3,2,4,1,5]
Output: 2
Explanation: The binary string is initially ""00000"".
After applying step 1: The string becomes ""00100"", which is not prefix-aligned.
After applying step 2: The string becomes ""01100"", which is not prefix-aligned.
After applying step 3: The string becomes ""01110"", which is not prefix-aligned.
After applying step 4: The string becomes ""11110"", which is prefix-aligned.
After applying step 5: The string becomes ""11111"", which is prefix-aligned.
We can see that the string was prefix-aligned 2 times, so we return 2.

Example 2:
Input: flips = [4,1,2,3]
Output: 1
Explanation: The binary string is initially ""0000"".
After applying step 1: The string becomes ""0001"", which is not prefix-aligned.
After applying step 2: The string becomes ""1001"", which is not prefix-aligned.
After applying step 3: The string becomes ""1101"", which is not prefix-aligned.
After applying step 4: The string becomes ""1111"", which is prefix-aligned.
We can see that the string was prefix-aligned 1 time, so we return 1.

 
Constraints:

n == flips.length
1 <= n <= 5 * 104
flips is a permutation of the integers in the range [1, n].

",'Array',Medium,"[""'Bulb Switcher'"", ""'Bulb Switcher II'""]",2.0,65.8,49500,75200,581,4,912,127,https://leetcode.com/problems/number-of-times-binary-string-is-prefix-aligned,https://leetcode.com/problems/number-of-times-binary-string-is-prefix-aligned/solution
1376,28,False,1376. Time Needed to Inform All Employees,"A company has n employees with a unique ID for each employee from 0 to n - 1. The head of the company is the one with headID.
Each employee has one direct manager given in the manager array where manager[i] is the direct manager of the i-th employee, manager[headID] = -1. Also, it is guaranteed that the subordination relationships have a tree structure.
The head of the company wants to inform all the company employees of an urgent piece of news. He will inform his direct subordinates, and they will inform their subordinates, and so on until all employees know about the urgent news.
The i-th employee needs informTime[i] minutes to inform all of his direct subordinates (i.e., After informTime[i] minutes, all his direct subordinates can start spreading the news).
Return the number of minutes needed to inform all the employees about the urgent news.
 
Example 1:
Input: n = 1, headID = 0, manager = [-1], informTime = [0]
Output: 0
Explanation: The head of the company is the only employee in the company.

Example 2:

Input: n = 6, headID = 2, manager = [2,2,-1,2,2,2], informTime = [0,0,1,0,0,0]
Output: 1
Explanation: The head of the company with id = 2 is the direct manager of all the employees in the company and needs 1 minute to inform them all.
The tree structure of the employees in the company is shown.

 
Constraints:

1 <= n <= 105
0 <= headID < n
manager.length == n
0 <= manager[i] < n
manager[headID] == -1
informTime.length == n
0 <= informTime[i] <= 1000
informTime[i] == 0 if employee i has no subordinates.
It is guaranteed that all the employees can be informed.

","'Tree', 'Depth-First Search', 'Breadth-First Search'",Medium,"[""'Maximum Depth of Binary Tree'"", ""'Binary Tree Maximum Path Sum'""]",2.0,60.1,198700,330700,2000,57,3900,271,https://leetcode.com/problems/time-needed-to-inform-all-employees,https://leetcode.com/problems/time-needed-to-inform-all-employees/solution
1377,28,False,1377. Frog Position After T Seconds,"Given an undirected tree consisting of n vertices numbered from 1 to n. A frog starts jumping from vertex 1. In one second, the frog jumps from its current vertex to another unvisited vertex if they are directly connected. The frog can not jump back to a visited vertex. In case the frog can jump to several vertices, it jumps randomly to one of them with the same probability. Otherwise, when the frog can not jump to any unvisited vertex, it jumps forever on the same vertex.
The edges of the undirected tree are given in the array edges, where edges[i] = [ai, bi] means that exists an edge connecting the vertices ai and bi.
Return the probability that after t seconds the frog is on the vertex target. Answers within 10-5 of the actual answer will be accepted.
 
Example 1:

Input: n = 7, edges = [[1,2],[1,3],[1,7],[2,4],[2,6],[3,5]], t = 2, target = 4
Output: 0.16666666666666666 
Explanation: The figure above shows the given graph. The frog starts at vertex 1, jumping with 1/3 probability to the vertex 2 after second 1 and then jumping with 1/2 probability to vertex 4 after second 2. Thus the probability for the frog is on the vertex 4 after 2 seconds is 1/3 * 1/2 = 1/6 = 0.16666666666666666. 

Example 2:

Input: n = 7, edges = [[1,2],[1,3],[1,7],[2,4],[2,6],[3,5]], t = 1, target = 7
Output: 0.3333333333333333
Explanation: The figure above shows the given graph. The frog starts at vertex 1, jumping with 1/3 = 0.3333333333333333 probability to the vertex 7 after second 1. 

 
Constraints:

1 <= n <= 100
edges.length == n - 1
edges[i].length == 2
1 <= ai, bi <= n
1 <= t <= 50
1 <= target <= n

","'Tree', 'Depth-First Search', 'Breadth-First Search', 'Graph'",Hard,[''],0.0,35.5,27400,77300,410,15,750,137,https://leetcode.com/problems/frog-position-after-t-seconds,https://leetcode.com/problems/frog-position-after-t-seconds/solution
1378,28,False,1378. Replace Employee ID With The Unique Identifier,"Table: Employees
+---------------+---------+
| Column Name   | Type    |
+---------------+---------+
| id            | int     |
| name          | varchar |
+---------------+---------+
id is the primary key (column with unique values) for this table.
Each row of this table contains the id and the name of an employee in a company.

 
Table: EmployeeUNI
+---------------+---------+
| Column Name   | Type    |
+---------------+---------+
| id            | int     |
| unique_id     | int     |
+---------------+---------+
(id, unique_id) is the primary key (combination of columns with unique values) for this table.
Each row of this table contains the id and the corresponding unique id of an employee in the company.

 
Write a solution to show the unique ID of each user, If a user does not have a unique ID replace just show null.
Return the result table in any order.
The result format is in the following example.
 
Example 1:
Input: 
Employees table:
+----+----------+
| id | name     |
+----+----------+
| 1  | Alice    |
| 7  | Bob      |
| 11 | Meir     |
| 90 | Winston  |
| 3  | Jonathan |
+----+----------+
EmployeeUNI table:
+----+-----------+
| id | unique_id |
+----+-----------+
| 3  | 1         |
| 11 | 2         |
| 90 | 3         |
+----+-----------+
Output: 
+-----------+----------+
| unique_id | name     |
+-----------+----------+
| null      | Alice    |
| null      | Bob      |
| 2         | Meir     |
| 3         | Winston  |
| 1         | Jonathan |
+-----------+----------+
Explanation: 
Alice and Bob do not have a unique ID, We will show null instead.
The unique ID of Meir is 2.
The unique ID of Winston is 3.
The unique ID of Jonathan is 1.

",'Database',Easy,[''],0.0,83.0,192700,232200,1100,30,759,75,https://leetcode.com/problems/replace-employee-id-with-the-unique-identifier,https://leetcode.com/problems/replace-employee-id-with-the-unique-identifier/solution
